time_Y_m_d,shoreline
2001-01-18,65.247
2001-01-18,65.684
2001-01-19,67.551
2001-01-19,67.562
2001-01-20,67.517
2001-01-20,67.464
2001-01-21,67.202
2001-01-21,67.213
2001-01-22,67.259
2001-01-22,67.929
2001-01-23,69.442
2001-01-23,69.939
2001-01-24,70.916
2001-01-24,70.102
2001-01-25,68.475
2001-01-25,69.228
2001-01-26,69.984
2001-01-26,70.782
2001-01-27,71.691
2001-01-27,73.178
2001-01-28,73.841
2001-01-29,70.724
2001-01-29,70.587
2001-01-30,70.715
2001-01-30,70.493
2001-01-31,69.379
2001-01-31,68.918
2001-02-01,66.619
2001-02-01,66.646
2001-02-02,66.755
2001-02-02,66.715
2001-02-03,66.774
2001-02-03,67.092
2001-02-04,68.439
2001-02-04,68.437
2001-02-05,68.413
2001-02-06,68.389
2001-02-06,69.195
2001-02-07,70.675
2001-02-08,67.757
2001-02-08,68.308
2001-02-09,69.293
2001-02-09,70.277
2001-02-10,70.903
2001-02-10,68.682
2001-02-11,64.559
2001-02-12,66.767
2001-02-12,66.741
2001-02-13,64.845
2001-02-13,64.786
2001-02-14,64.963
2001-02-14,65.394
2001-02-15,66.47
2001-02-15,66.957
2001-02-16,66.69
2001-02-16,66.592
2001-02-17,66.225
2001-02-17,66.324
2001-02-18,67.11
2001-02-18,67.475
2001-02-19,68.59
2001-02-19,68.381
2001-02-20,67.055
2001-02-21,65.73
2001-02-21,65.894
2001-02-22,66.588
2001-02-22,66.565
2001-02-23,66.393
2001-02-24,66.1
2001-02-25,63.117
2001-02-26,63.038
2001-02-26,63.347
2001-02-27,66.506
2001-02-27,66.731
2001-02-28,66.127
2001-02-28,66.068
2001-03-01,65.861
2001-03-01,65.556
2001-03-02,64.197
2001-03-02,64.87
2001-03-03,68.01
2001-03-03,67.784
2001-03-04,66.525
2001-03-04,66.162
2001-03-05,64.694
2001-03-05,64.92
2001-03-06,65.863
2001-03-06,65.849
2001-03-07,65.733
2001-03-07,65.683
2001-03-08,65.543
2001-03-09,65.641
2001-03-09,65.738
2001-03-10,65.902
2001-03-11,66.077
2001-03-11,66.225
2001-03-12,66.622
2001-03-12,67.374
2001-03-13,67.707
2001-03-14,66.123
2001-03-14,67.559
2001-03-15,69.206
2001-03-15,68.851
2001-03-16,67.074
2001-03-16,67.07
2001-03-17,67.025
2001-03-17,66.975
2001-03-18,66.601
2001-03-18,66.453
2001-03-19,65.285
2001-03-19,65.073
2001-03-20,63.753
2001-03-21,63.45
2001-03-21,63.912
2001-03-22,65.566
2001-03-22,65.275
2001-03-23,64.207
2001-03-23,64.125
2001-03-24,64.262
2001-03-24,65.071
2001-03-25,65.942
2001-03-25,67.483
2001-03-26,68.873
2001-03-27,68.228
2001-03-27,68.034
2001-03-28,67.798
2001-03-29,67.034
2001-03-29,67.405
2001-03-30,70.12
2001-03-30,69.954
2001-03-31,67.845
2001-03-31,67.527
2001-04-01,65.856
2001-04-01,65.542
2001-04-02,64.564
2001-04-02,63.63
2001-04-03,62.706
2001-04-03,63.171
2001-04-04,65.626
2001-04-05,67.12
2001-04-05,68.309
2001-04-06,69.04
2001-04-06,69.464
2001-04-07,69.553
2001-04-07,69.642
2001-04-08,69.763
2001-04-08,70.369
2001-04-09,70.901
2001-04-09,70.597
2001-04-10,69.949
2001-04-11,65.398
2001-04-12,62.909
2001-04-12,62.248
2001-04-13,58.449
2001-04-14,61.239
2001-04-14,61.802
2001-04-15,64.647
2001-04-15,65.008
2001-04-16,65.408
2001-04-16,65.456
2001-04-17,66.058
2001-04-17,66.405
2001-04-17,66.374
2001-04-18,65.634
2001-04-18,65.449
2001-04-19,63.97
2001-04-20,64.333
2001-04-21,64.523
2001-04-21,64.713
2001-04-22,64.957
2001-04-23,62.974
2001-04-23,64.321
2001-04-24,65.881
2001-04-24,67.166
2001-04-25,68.453
2001-04-25,69.751
2001-04-26,70.554
2001-04-27,67.495
2001-04-28,68.498
2001-04-28,68.326
2001-04-29,66.787
2001-04-29,66.289
2001-04-30,63.427
2001-05-01,60.678
2001-05-01,60.405
2001-05-02,59.552
2001-05-02,58.698
2001-05-03,57.083
2001-05-04,55.467
2001-05-05,54.432
2001-05-06,54.906
2001-05-07,55.38
2001-05-07,57.336
2001-05-08,60.756
2001-05-08,61.419
2001-05-09,61.882
2001-05-09,60.031
2001-05-10,58.426
2001-05-11,58.017
2001-05-11,57.607
2001-05-12,57.51
2001-05-13,59.173
2001-05-13,58.982
2001-05-14,59.1
2001-05-15,60.86
2001-05-15,63.927
2001-05-16,66.843
2001-05-17,69.281
2001-05-17,70.527
2001-05-18,69.242
2001-05-18,68.785
2001-05-18,68.91
2001-05-19,70.388
2001-05-20,71.394
2001-05-21,71.198
2001-05-21,71.001
2001-05-22,70.749
2001-05-22,70.368
2001-05-23,69.299
2001-05-24,68.23
2001-05-24,67.193
2001-05-25,66.321
2001-05-25,67.333
2001-05-26,68.385
2001-05-26,69.652
2001-05-27,70.277
2001-05-28,67.911
2001-05-28,67.945
2001-05-29,67.884
2001-05-29,66.957
2001-05-30,61.626
2001-05-31,57.845
2001-05-31,58.7
2001-06-01,63.991
2001-06-02,64.495
2001-06-02,65.254
2001-06-03,66.943
2001-06-04,68.631
2001-06-04,70.319
2001-06-05,71.329
2001-06-06,71.231
2001-06-07,70.234
2001-06-07,68.972
2001-06-08,67.748
2001-06-08,66.955
2001-06-09,66.061
2001-06-10,63.678
2001-06-10,63.694
2001-06-11,65.116
2001-06-11,65.241
2001-06-12,66.053
2001-06-12,65.851
2001-06-13,64.303
2001-06-13,64.101
2001-06-14,61.813
2001-06-15,59.697
2001-06-16,58.441
2001-06-16,57.186
2001-06-17,56.957
2001-06-18,59.082
2001-06-18,61.208
2001-06-19,63.163
2001-06-20,65.251
2001-06-21,67.338
2001-06-21,67.717
2001-06-22,68.018
2001-06-22,66.896
2001-06-23,65.867
2001-06-23,65.899
2001-06-24,66.275
2001-06-24,68.458
2001-06-25,69.715
2001-06-26,67.12
2001-06-27,68.637
2001-06-27,68.253
2001-06-28,66.294
2001-06-28,66.137
2001-06-29,65.125
2001-06-30,63.4
2001-06-30,62.132
2001-07-01,61.899
2001-07-01,62.46
2001-07-02,64.92
2001-07-03,64.252
2001-07-03,63.584
2001-07-04,62.898
2001-07-05,62.216
2001-07-05,59.49
2001-07-06,56.573
2001-07-07,54.869
2001-07-07,53.165
2001-07-08,51.635
2001-07-08,52.5
2001-07-09,53.311
2001-07-10,54.191
2001-07-10,54.375
2001-07-11,55.937
2001-07-11,56.144
2001-07-12,57.781
2001-07-12,58.329
2001-07-13,62.103
2001-07-13,62.22
2001-07-14,63.418
2001-07-14,63.432
2001-07-15,63.588
2001-07-16,63.474
2001-07-17,62.715
2001-07-17,62.391
2001-07-18,62.718
2001-07-18,63.066
2001-07-19,63.193
2001-07-20,62.344
2001-07-20,61.495
2001-07-21,60.409
2001-07-21,61.285
2001-07-22,62.311
2001-07-22,61.269
2001-07-23,60.27
2001-07-23,59.782
2001-07-24,59.714
2001-07-25,63.303
2001-07-25,63.501
2001-07-26,63.691
2001-07-26,63.728
2001-07-27,63.976
2001-07-27,64.235
2001-07-28,65.491
2001-07-28,65.64
2001-07-29,65.151
2001-07-29,64.35
2001-07-30,60.889
2001-07-30,60.835
2001-07-31,60.527
2001-08-01,60.93
2001-08-02,62.244
2001-08-02,63.558
2001-08-03,65.547
2001-08-04,65.909
2001-08-04,66.27
2001-08-05,66.733
2001-08-05,66.255
2001-08-06,65.806
2001-08-07,65.523
2001-08-08,63.709
2001-08-08,63.358
2001-08-09,60.413
2001-08-09,60.064
2001-08-10,57.62
2001-08-10,57.439
2001-08-11,56.245
2001-08-11,56.477
2001-08-12,57.912
2001-08-12,57.195
2001-08-13,57.144
2001-08-14,60.806
2001-08-15,61.666
2001-08-15,61.587
2001-08-16,59.513
2001-08-16,59.314
2001-08-17,61.928
2001-08-17,62.731
2001-08-18,60.829
2001-08-19,58.927
2001-08-19,56.597
2001-08-20,54.166
2001-08-20,56.662
2001-08-21,58.942
2001-08-21,58.736
2001-08-22,58.556
2001-08-22,58.515
2001-08-23,58.428
2001-08-24,58.037
2001-08-24,58.08
2001-08-25,58.105
2001-08-25,58.047
2001-08-26,57.901
2001-08-26,58.164
2001-08-27,59.425
2001-08-27,59.528
2001-08-28,59.846
2001-08-28,59.756
2001-08-29,59.377
2001-08-29,58.998
2001-08-30,58.301
2001-08-31,57.433
2001-09-01,56.227
2001-09-02,55.021
2001-09-03,55.897
2001-09-03,56.108
2001-09-04,56.449
2001-09-05,56.363
2001-09-05,56.432
2001-09-06,58.049
2001-09-06,57.939
2001-09-07,55.197
2001-09-08,57.033
2001-09-08,57.392
2001-09-09,59.904
2001-09-09,60.305
2001-09-10,62.281
2001-09-10,62.175
2001-09-11,61.663
2001-09-11,61.649
2001-09-12,61.782
2001-09-12,61.998
2001-09-13,63.702
2001-09-14,65.434
2001-09-15,63.839
2001-09-16,62.245
2001-09-16,61.654
2001-09-17,60.41
2001-09-17,60.44
2001-09-18,60.689
2001-09-19,61.664
2001-09-19,62.639
2001-09-20,63.642
2001-09-21,65.084
2001-09-21,65.604
2001-09-22,67.17
2001-09-22,68.345
2001-09-23,68.897
2001-09-23,68.605
2001-09-24,68.326
2001-09-24,68.286
2001-09-25,67.933
2001-09-25,67.603
2001-09-26,66.1
2001-09-26,66.078
2001-09-27,66.152
2001-09-28,66.672
2001-09-28,66.982
2001-09-28,66.981
2001-09-29,67.102
2001-09-30,67.371
2001-09-30,67.64
2001-10-01,67.963
2001-10-02,66.765
2001-10-02,65.843
2001-10-03,65.488
2001-10-03,64.993
2001-10-04,63.858
2001-10-04,62.703
2001-10-05,60.827
2001-10-05,60.57
2001-10-06,61.243
2001-10-06,60.957
2001-10-07,57.284
2001-10-07,57.406
2001-10-08,59.481
2001-10-08,59.805
2001-10-09,61.426
2001-10-09,61.03
2001-10-10,59.203
2001-10-10,59.804
2001-10-11,62.877
2001-10-11,63.308
2001-10-12,65.324
2001-10-12,65.432
2001-10-13,65.846
2001-10-14,65.706
2001-10-14,66.066
2001-10-15,67.577
2001-10-15,66.051
2001-10-16,66.05
2001-10-17,68.758
2001-10-17,68.631
2001-10-18,68.494
2001-10-18,68.23
2001-10-19,67.607
2001-10-20,63.607
2001-10-20,63.251
2001-10-21,63.711
2001-10-21,63.588
2001-10-22,62.985
2001-10-22,62.784
2001-10-23,63.833
2001-10-23,64.288
2001-10-24,66.129
2001-10-24,66.689
2001-10-25,68.662
2001-10-25,68.578
2001-10-26,68.315
2001-10-26,68.052
2001-10-27,67.381
2001-10-27,67.068
2001-10-28,66.038
2001-10-28,66.217
2001-10-29,67.978
2001-10-30,70.879
2001-10-30,70.497
2001-10-31,68.795
2001-10-31,68.016
2001-11-01,66.479
2001-11-01,66.362
2001-11-02,66.32
2001-11-02,66.189
2001-11-03,66.013
2001-11-03,66.017
2001-11-03,66.621
2001-11-04,67.098
2001-11-05,66.799
2001-11-05,66.422
2001-11-06,64.106
2001-11-06,63.35
2001-11-07,58.87
2001-11-07,59.061
2001-11-08,60.122
2001-11-08,60.526
2001-11-09,62.472
2001-11-09,62.522
2001-11-10,62.695
2001-11-10,62.628
2001-11-11,62.429
2001-11-11,62.513
2001-11-12,62.776
2001-11-12,63.039
2001-11-13,63.3
2001-11-14,63.154
2001-11-14,63.788
2001-11-15,65.638
2001-11-15,66.347
2001-11-16,67.805
2001-11-16,67.713
2001-11-17,67.651
2001-11-17,69.166
2001-11-18,70.425
2001-11-19,70.269
2001-11-20,70.113
2001-11-20,70.196
2001-11-21,70.645
2001-11-21,69.972
2001-11-22,66.474
2001-11-22,65.938
2001-11-23,63.38
2001-11-23,63.354
2001-11-24,63.686
2001-11-25,66.75
2001-11-25,66.735
2001-11-25,66.691
2001-11-26,66.3
2001-11-26,66.16
2001-11-27,65.364
2001-11-27,65.174
2001-11-28,64.603
2001-11-28,64.26
2001-11-28,64.159
2001-11-29,63.318
2001-11-30,62.523
2001-12-01,61.729
2001-12-01,62.17
2001-12-02,63.814
2001-12-02,63.435
2001-12-03,62.866
2001-12-03,62.775
2001-12-04,62.843
2001-12-04,62.891
2001-12-05,63.329
2001-12-06,63.766
2001-12-07,64.204
2001-12-07,63.822
2001-12-08,62.329
2001-12-08,62.133
2001-12-09,61.496
2001-12-09,61.669
2001-12-10,62.102
2001-12-10,62.535
2001-12-11,62.744
2001-12-12,61.278
2001-12-12,61.604
2001-12-13,63.064
2001-12-13,63.738
2001-12-14,63.561
2001-12-14,63.383
2001-12-15,63.142
2001-12-15,63.237
2001-12-16,63.445
2001-12-16,63.586
2001-12-17,63.797
2001-12-17,63.593
2001-12-18,61.018
2001-12-18,60.585
2001-12-19,60.376
2001-12-19,61.015
2001-12-20,65.392
2001-12-20,65.284
2001-12-21,63.651
2001-12-21,63.63
2001-12-22,63.563
2001-12-22,63.517
2001-12-23,63.524
2001-12-23,63.583
2001-12-24,64.212
2001-12-24,64.573
2001-12-25,67.008
2001-12-25,67.21
2001-12-26,67.884
2001-12-26,67.411
2001-12-27,65.328
2001-12-27,65.174
2001-12-28,64.713
2001-12-28,65.411
2001-12-29,67.577
2001-12-29,66.98
2001-12-30,64.998
2001-12-30,65.226
2001-12-31,66.081
2001-12-31,65.84
2002-01-01,65.115
2002-01-01,65.085
2002-01-02,64.692
2002-01-02,64.814
2002-01-03,66.63
2002-01-03,66.829
2002-01-04,66.942
2002-01-04,66.969
2002-01-05,67.072
2002-01-05,67.71
2002-01-06,68.368
2002-01-06,68.726
2002-01-07,69.936
2002-01-07,69.781
2002-01-08,69.021
2002-01-09,68.767
2002-01-09,68.442
2002-01-10,67.966
2002-01-10,67.966
2002-01-11,68.94
2002-01-11,68.423
2002-01-12,66.631
2002-01-12,66.976
2002-01-13,68.068
2002-01-13,67.215
2002-01-14,65.51
2002-01-14,65.796
2002-01-15,66.361
2002-01-16,68.199
2002-01-16,68.42
2002-01-17,68.962
2002-01-18,69.505
2002-01-19,70.047
2002-01-19,70.116
2002-01-20,70.465
2002-01-20,70.786
2002-01-21,72.36
2002-01-21,72.244
2002-01-22,71.73
2002-01-22,71.8
2002-01-23,72.092
2002-01-23,72.068
2002-01-24,71.906
2002-01-24,71.894
2002-01-25,71.386
2002-01-25,71.122
2002-01-26,70.071
2002-01-26,70.25
2002-01-27,71.023
2002-01-27,70.927
2002-01-28,70.318
2002-01-28,70.533
2002-01-29,71.141
2002-01-29,71.387
2002-01-30,71.592
2002-01-30,71.423
2002-01-31,71.17
2002-01-31,70.814
2002-02-01,67.888
2002-02-01,67.973
2002-02-02,69.544
2002-02-02,69.991
2002-02-03,66.89
2002-02-03,66.77
2002-02-04,66.191
2002-02-05,66.645
2002-02-06,67.099
2002-02-07,67.553
2002-02-08,68.007
2002-02-09,68.461
2002-02-10,68.915
2002-02-11,69.369
2002-02-12,69.823
2002-02-13,70.277
2002-02-14,70.731
2002-02-15,71.185
2002-02-16,71.639
2002-02-17,72.093
2002-02-18,72.548
2002-02-18,73.002
2002-02-19,73.456
2002-02-20,73.91
2002-02-21,74.364
2002-02-22,74.818
2002-02-23,75.272
2002-02-24,75.726
2002-02-25,76.18
2002-02-26,76.634
2002-02-27,77.088
2002-02-28,75.412
2002-03-01,71.515
2002-03-01,71.928
2002-03-02,72.884
2002-03-03,73.839
2002-03-03,74.164
2002-03-04,75.638
2002-03-04,75.889
2002-03-05,76.773
2002-03-05,76.676
2002-03-06,76.313
2002-03-06,76.348
2002-03-07,76.314
2002-03-07,75.909
2002-03-08,74.063
2002-03-09,74
2002-03-09,74.107
2002-03-09,74.194
2002-03-10,74.619
2002-03-10,74.606
2002-03-11,74.512
2002-03-11,73.739
2002-03-12,72.113
2002-03-12,71.641
2002-03-13,71.003
2002-03-14,70.365
2002-03-14,70.027
2002-03-15,69.445
2002-03-15,69.306
2002-03-16,69.143
2002-03-16,70.351
2002-03-17,71.376
2002-03-18,71.488
2002-03-18,71.985
2002-03-19,75.26
2002-03-19,75.385
2002-03-20,75.113
2002-03-20,75.176
2002-03-21,75.38
2002-03-21,75.053
2002-03-22,72.89
2002-03-22,72.918
2002-03-23,72.819
2002-03-23,72.545
2002-03-24,70.701
2002-03-24,70.556
2002-03-25,69.608
2002-03-26,69.296
2002-03-26,69.089
2002-03-27,68.969
2002-03-27,69.014
2002-03-28,69.139
2002-03-28,69.264
2002-03-29,69.434
2002-03-29,70.616
2002-03-30,71.725
2002-03-30,71.987
2002-03-31,72.227
2002-04-01,72.43
2002-04-01,72.813
2002-04-02,75.23
2002-04-02,75.168
2002-04-03,73.89
2002-04-03,73.766
2002-04-04,73.194
2002-04-04,73.387
2002-04-05,73.99
2002-04-05,73.552
2002-04-06,71.544
2002-04-06,71.789
2002-04-07,73.262
2002-04-07,73.265
2002-04-08,73.224
2002-04-08,73.202
2002-04-09,73.439
2002-04-10,74.815
2002-04-11,75.654
2002-04-11,74.983
2002-04-12,73.626
2002-04-12,73.633
2002-04-13,73.738
2002-04-13,74.428
2002-04-14,75.022
2002-04-15,74.147
2002-04-15,74.962
2002-04-16,75.727
2002-04-16,76.233
2002-04-17,76.391
2002-04-18,74.81
2002-04-18,74.759
2002-04-19,74.384
2002-04-20,74.052
2002-04-21,73.72
2002-04-22,73.388
2002-04-23,73.056
2002-04-24,72.724
2002-04-25,72.392
2002-04-26,72.061
2002-04-27,71.729
2002-04-28,71.397
2002-04-29,71.065
2002-04-30,70.733
2002-05-01,70.401
2002-05-02,70.069
2002-05-03,69.737
2002-05-04,69.405
2002-05-05,69.073
2002-05-06,68.741
2002-05-07,68.409
2002-05-08,68.077
2002-05-09,67.746
2002-05-10,67.414
2002-05-11,67.082
2002-05-12,66.75
2002-05-13,66.418
2002-05-14,66.086
2002-05-15,65.754
2002-05-16,65.422
2002-05-17,65.09
2002-05-17,65.171
2002-05-18,65.837
2002-05-18,65.589
2002-05-19,63.868
2002-05-19,63.902
2002-05-20,64.091
2002-05-20,64.033
2002-05-21,63.579
2002-05-22,63.502
2002-05-22,63.727
2002-05-23,65.493
2002-05-24,67.027
2002-05-25,67.877
2002-05-26,68.726
2002-05-27,69.576
2002-05-28,70.426
2002-05-29,71.26
2002-05-30,71.892
2002-05-30,71.875
2002-05-31,71.635
2002-06-01,70.048
2002-06-01,69.42
2002-06-02,66.518
2002-06-03,68.613
2002-06-03,70.709
2002-06-04,71.912
2002-06-05,71.664
2002-06-06,72.316
2002-06-06,72.968
2002-06-07,73.417
2002-06-08,72.318
2002-06-08,71.219
2002-06-09,70.532
2002-06-10,70.352
2002-06-11,70.171
2002-06-12,69.991
2002-06-12,70.581
2002-06-13,70.994
2002-06-14,68.868
2002-06-14,66.742
2002-06-15,65.03
2002-06-16,66.713
2002-06-16,66.91
2002-06-17,68.175
2002-06-18,66.586
2002-06-18,65.546
2002-06-19,65.582
2002-06-19,65.69
2002-06-20,66.527
2002-06-21,67.364
2002-06-22,68.201
2002-06-23,69.038
2002-06-24,69.875
2002-06-25,70.712
2002-06-26,71.549
2002-06-26,70.855
2002-06-27,70.054
2002-06-27,68.022
2002-06-28,65.984
2002-06-29,62.176
2002-06-30,58.368
2002-06-30,57.465
2002-07-01,56.814
2002-07-01,59.065
2002-07-02,61.402
2002-07-02,64.183
2002-07-03,66.322
2002-07-04,66.44
2002-07-04,66.626
2002-07-05,66.878
2002-07-05,67.129
2002-07-06,67.602
2002-07-07,68.601
2002-07-08,69.949
2002-07-08,71.298
2002-07-09,72.806
2002-07-10,71.851
2002-07-11,70.896
2002-07-12,64.904
2002-07-12,58.911
2002-07-13,53.398
2002-07-14,55.871
2002-07-14,56.622
2002-07-14,60.615
2002-07-15,63.86
2002-07-16,65.331
2002-07-16,65.384
2002-07-17,65.644
2002-07-17,65.615
2002-07-18,65.446
2002-07-19,65.276
2002-07-20,65.107
2002-07-21,64.937
2002-07-22,64.768
2002-07-23,64.598
2002-07-24,64.429
2002-07-25,64.259
2002-07-26,64.09
2002-07-27,63.92
2002-07-28,63.751
2002-07-29,63.581
2002-07-30,63.412
2002-07-31,63.242
2002-08-01,63.073
2002-08-02,62.903
2002-08-03,62.827
2002-08-03,62.859
2002-08-04,63.24
2002-08-05,62.219
2002-08-06,58.92
2002-08-06,57.128
2002-08-07,56.968
2002-08-07,56.809
2002-08-08,56.554
2002-08-09,56.299
2002-08-09,60.398
2002-08-10,64.868
2002-08-10,65.333
2002-08-11,65.786
2002-08-11,66.098
2002-08-12,66.411
2002-08-13,66.937
2002-08-13,66.533
2002-08-14,63.531
2002-08-14,63.18
2002-08-15,61.51
2002-08-15,61.862
2002-08-16,63.671
2002-08-16,63.937
2002-08-17,65.274
2002-08-18,65.866
2002-08-18,66.371
2002-08-18,66.473
2002-08-19,66.91
2002-08-20,66.979
2002-08-20,67.012
2002-08-21,67.007
2002-08-21,67.002
2002-08-22,66.994
2002-08-23,66.987
2002-08-23,66.959
2002-08-24,66.93
2002-08-24,65.191
2002-08-25,63.815
2002-08-25,66.608
2002-08-26,68.756
2002-08-27,66.671
2002-08-27,66.554
2002-08-28,66.367
2002-08-28,66.247
2002-08-29,65.479
2002-08-29,65.7
2002-08-30,67.135
2002-08-30,67.035
2002-08-31,66.339
2002-08-31,66.3
2002-09-01,66.071
2002-09-01,66.091
2002-09-02,65.961
2002-09-02,65.778
2002-09-03,64.88
2002-09-03,64.915
2002-09-04,65.21
2002-09-05,64.281
2002-09-05,63.907
2002-09-06,64.199
2002-09-06,64.59
2002-09-07,65.401
2002-09-07,64.607
2002-09-08,63.689
2002-09-08,62.219
2002-09-09,60.861
2002-09-10,60.732
2002-09-10,60.749
2002-09-11,61.055
2002-09-11,60.99
2002-09-12,60.429
2002-09-12,61.112
2002-09-13,64.629
2002-09-13,65.046
2002-09-14,67.085
2002-09-14,67.202
2002-09-15,67.904
2002-09-15,68.135
2002-09-16,68.791
2002-09-16,68.55
2002-09-17,67.207
2002-09-17,67.222
2002-09-18,66.428
2002-09-19,64.608
2002-09-19,62.788
2002-09-20,60.604
2002-09-20,62.278
2002-09-21,66.771
2002-09-21,68.322
2002-09-22,69.703
2002-09-23,67.475
2002-09-24,67.266
2002-09-24,67.321
2002-09-25,68.87
2002-09-25,68.929
2002-09-26,68
2002-09-26,68.058
2002-09-27,68.169
2002-09-27,68.252
2002-09-28,68.833
2002-09-28,68.831
2002-09-29,68.789
2002-09-29,68.666
2002-09-30,68.148
2002-09-30,68.243
2002-10-01,68.977
2002-10-01,69.111
2002-10-02,69.743
2002-10-02,69.616
2002-10-03,69.11
2002-10-03,69.239
2002-10-04,69.309
2002-10-05,67.21
2002-10-05,66.792
2002-10-06,66.304
2002-10-06,66.371
2002-10-07,66.601
2002-10-07,66.154
2002-10-08,65.244
2002-10-08,65.044
2002-10-09,64.887
2002-10-10,65.003
2002-10-10,65.061
2002-10-11,65.369
2002-10-11,65.222
2002-10-12,64.41
2002-10-12,65.05
2002-10-13,65.724
2002-10-14,66.966
2002-10-14,67.659
2002-10-15,67.425
2002-10-15,67.257
2002-10-16,66.806
2002-10-16,67.072
2002-10-17,68.054
2002-10-18,67.851
2002-10-18,68.51
2002-10-18,68.892
2002-10-19,70.765
2002-10-20,69.897
2002-10-21,68.124
2002-10-21,67.741
2002-10-22,67.299
2002-10-22,67.197
2002-10-22,67.221
2002-10-23,67.149
2002-10-24,65.172
2002-10-24,65.101
2002-10-25,66.272
2002-10-25,66.501
2002-10-26,67.672
2002-10-26,67.624
2002-10-27,66.896
2002-10-27,67.209
2002-10-28,68.921
2002-10-28,69.358
2002-10-29,72.285
2002-10-29,72.329
2002-10-30,72.485
2002-10-30,72.372
2002-10-31,71.767
2002-10-31,71.64
2002-11-01,70.894
2002-11-01,70.685
2002-11-02,69.571
2002-11-03,68.686
2002-11-03,69.205
2002-11-04,71.143
2002-11-04,69.613
2002-11-05,67.825
2002-11-05,68.135
2002-11-06,68.517
2002-11-06,69.199
2002-11-07,70.465
2002-11-07,70.653
2002-11-07,70.289
2002-11-08,69.612
2002-11-08,69.541
2002-11-08,69.557
2002-11-09,69.887
2002-11-09,69.862
2002-11-10,69.579
2002-11-10,69.619
2002-11-11,69.901
2002-11-11,70.215
2002-11-12,71.732
2002-11-12,71.78
2002-11-13,71.943
2002-11-13,71.891
2002-11-14,71.474
2002-11-14,71.395
2002-11-15,70.973
2002-11-15,70.986
2002-11-16,70.957
2002-11-16,70.878
2002-11-17,70.132
2002-11-18,68.939
2002-11-18,68.892
2002-11-19,69.126
2002-11-19,69.836
2002-11-20,71.227
2002-11-20,71.084
2002-11-21,70.798
2002-11-21,70.24
2002-11-22,69.672
2002-11-23,68.528
2002-11-23,67.935
2002-11-24,62.854
2002-11-24,63.164
2002-11-25,66.846
2002-11-25,67.18
2002-11-26,68.229
2002-11-26,68.18
2002-11-27,67.785
2002-11-28,64.957
2002-11-28,62.129
2002-11-29,59.301
2002-11-30,56.853
2002-11-30,56.63
2002-12-01,56.014
2002-12-02,56.901
2002-12-02,57.055
2002-12-03,57.015
2002-12-03,57.079
2002-12-04,57.275
2002-12-04,57.3
2002-12-05,57.333
2002-12-06,56.378
2002-12-06,56.308
2002-12-06,56.839
2002-12-07,57.969
2002-12-08,59.312
2002-12-08,59.593
2002-12-09,60.576
2002-12-09,61.153
2002-12-10,63.795
2002-12-10,63.5
2002-12-11,62.012
2002-12-11,61.958
2002-12-12,61.826
2002-12-12,62.074
2002-12-13,63.123
2002-12-13,63.029
2002-12-14,63.237
2002-12-14,63.692
2002-12-15,66.221
2002-12-15,66.191
2002-12-16,65.226
2002-12-17,62.834
2002-12-18,62.873
2002-12-18,62.912
2002-12-19,62.962
2002-12-19,63.799
2002-12-20,65.467
2002-12-20,65.35
2002-12-21,65.162
2002-12-21,65.73
2002-12-22,65.971
2002-12-23,63.616
2002-12-23,63.441
2002-12-24,64.082
2002-12-24,64.079
2002-12-25,63.844
2002-12-25,63.978
2002-12-26,64.396
2002-12-26,64.928
2002-12-27,66.039
2002-12-27,66.242
2002-12-28,66.887
2002-12-28,66.344
2002-12-29,65.729
2002-12-29,65.458
2002-12-30,63.972
2002-12-30,63.636
2002-12-31,62.354
2003-01-01,62.654
2003-01-01,62.666
2003-01-02,62.878
2003-01-02,62.97
2003-01-03,63.164
2003-01-03,63.036
2003-01-04,62.888
2003-01-04,63.754
2003-01-05,65.408
2003-01-05,65.602
2003-01-06,65.325
2003-01-07,62.498
2003-01-07,62.239
2003-01-08,61.415
2003-01-08,60.81
2003-01-09,57.783
2003-01-09,57.351
2003-01-10,55.754
2003-01-10,55.939
2003-01-11,57.034
2003-01-12,58.129
2003-01-13,59.263
2003-01-14,60.412
2003-01-15,61.56
2003-01-15,63.149
2003-01-16,65.018
2003-01-16,64.409
2003-01-17,63.328
2003-01-17,64.866
2003-01-18,66.633
2003-01-18,66.007
2003-01-19,64.757
2003-01-20,64.836
2003-01-21,64.915
2003-01-22,64.994
2003-01-23,65.073
2003-01-24,65.152
2003-01-24,65.231
2003-01-25,65.31
2003-01-26,65.389
2003-01-27,65.468
2003-01-28,65.547
2003-01-29,65.401
2003-01-30,64.696
2003-01-30,64.906
2003-01-31,65.254
2003-01-31,66.052
2003-02-01,67.922
2003-02-02,66.289
2003-02-03,64.656
2003-02-04,63.023
2003-02-04,63.009
2003-02-05,64.269
2003-02-05,64.352
2003-02-06,64.052
2003-02-07,63.752
2003-02-08,63.452
2003-02-08,63.152
2003-02-09,62.852
2003-02-10,62.895
2003-02-11,63.399
2003-02-11,63.14
2003-02-12,61.708
2003-02-12,61.799
2003-02-13,61.969
2003-02-13,61.76
2003-02-14,60.895
2003-02-15,61.556
2003-02-15,62.618
2003-02-16,64.585
2003-02-17,63.584
2003-02-17,63.35
2003-02-18,62.916
2003-02-18,63.356
2003-02-19,63.712
